accident_count,accident_severity,rainfall_mm,visibility_km,road_condition,traffic_density,hour_of_day,is_weekend,is_high_speed,risk_score
22,1,0.3,10.71,5,2,21,1,0,74.0
14,3,9.9,2.86,3,1,14,0,1,86.6
17,1,10.4,6.68,4,4,0,1,1,81.2
19,2,5.8,9.82,3,2,13,0,1,66.5
12,1,2.1,7.74,5,3,9,1,1,51.9
17,3,7.1,9.04,3,2,17,0,0,69.2
14,2,16.7,3.74,3,2,10,0,1,85.7
9,2,22.9,10.38,4,4,6,1,1,63.9
11,1,11.3,5.55,1,1,14,0,1,60.5
7,1,13.4,6.7,2,2,2,0,1,68.4
13,2,3.4,8.95,1,1,1,0,0,79.2
17,2,5.1,8.41,4,3,21,0,0,81.5
10,1,2.6,8.1,1,1,7,1,0,50.1
15,3,4.3,5.0,4,1,7,1,1,66.4
15,3,3.8,6.8,3,2,10,0,0,70.4
16,1,11.0,8.01,1,2,15,0,1,71.0
12,2,12.4,2.5,3,2,1,0,0,88.1
10,2,43.5,6.15,2,1,21,1,1,84.9
11,1,3.3,9.55,3,4,4,1,0,69.9
11,1,15.4,2.89,3,4,6,1,0,70.4
9,2,25.5,12.63,3,2,19,0,0,64.6
9,2,12.3,13.08,1,3,12,0,1,72.7
13,1,4.4,3.02,3,2,1,0,0,76.9
13,2,4.6,13.43,4,1,2,0,1,71.9
11,2,0.6,7.43,4,2,8,1,0,49.1
12,2,5.5,9.67,4,2,9,0,1,59.8
11,1,20.5,6.01,2,2,23,1,0,68.3
13,3,0.7,11.69,4,2,12,0,1,71.4
13,1,3.7,9.62,3,3,20,1,0,66.7
20,1,18.4,4.74,1,2,12,0,1,84.4
8,1,22.9,3.34,4,3,4,0,0,68.3
10,1,9.1,2.16,5,1,22,0,1,65.1
12,3,18.0,8.75,3,2,6,1,1,82.9
10,1,7.4,10.29,2,2,16,0,0,51.8
15,2,2.6,10.6,2,2,14,1,0,65.6
10,1,7.6,7.53,3,3,4,0,1,68.9
14,1,13.0,3.37,4,3,23,0,1,83.2
11,3,44.4,5.27,2,2,6,1,0,89.3
8,2,1.1,12.61,4,3,1,0,0,63.1
8,1,10.6,6.06,2,4,23,0,0,71.9
14,2,6.0,8.57,4,2,17,0,0,54.2
13,1,10.6,3.7,5,1,9,1,0,46.2
21,1,0.4,9.35,3,3,0,0,1,87.0
15,2,5.6,6.17,3,1,13,0,0,59.4
20,2,25.7,12.19,4,3,18,0,0,79.6
9,1,12.1,11.09,3,2,15,0,1,50.4
13,3,9.0,6.02,3,2,18,0,0,71.5
10,2,5.0,7.49,3,1,5,0,1,56.9
15,1,5.3,5.8,2,2,11,1,1,67.9
16,2,7.2,2.32,4,4,2,0,0,97.6
14,2,27.1,4.57,2,1,6,1,0,66.8
13,2,51.3,8.79,5,2,23,1,1,98.0
13,1,8.7,9.3,2,4,2,1,1,84.3
9,2,7.5,8.59,4,2,16,0,0,47.6
13,1,28.1,6.79,2,2,14,0,0,65.8
9,2,8.4,11.73,3,2,18,1,0,52.6
13,2,12.0,8.25,3,2,18,0,0,60.0
14,1,3.9,10.81,4,1,22,0,0,60.1
11,2,20.4,0.9,3,1,10,1,1,83.9
7,3,11.4,0.2,4,2,20,0,1,98.0
14,3,24.8,9.14,3,4,19,0,0,78.1
9,1,22.8,2.3,3,1,1,0,1,79.6
8,1,3.6,7.15,4,1,6,1,0,29.3
9,2,18.9,6.79,2,2,18,0,0,61.4
6,1,24.1,14.35,3,3,6,1,0,52.0
9,3,6.4,9.6,3,2,9,0,0,59.4
17,1,2.8,8.66,3,3,11,0,0,59.7
12,1,0.0,11.35,3,1,22,0,1,62.5
10,1,9.0,9.47,3,4,17,0,0,53.8
13,1,6.5,6.17,2,2,22,0,1,71.6
12,2,12.1,12.29,4,3,5,0,0,54.5
8,1,3.1,3.56,5,2,19,1,0,40.7
8,1,29.5,9.29,3,3,20,0,0,69.3
7,1,4.5,1.81,3,1,7,0,1,51.2
15,2,3.9,8.82,1,1,4,0,0,86.1
18,1,9.8,8.77,4,2,2,1,1,78.0
11,2,10.4,14.71,2,3,1,0,1,81.8
12,2,3.6,1.74,3,3,21,0,1,94.1
12,2,4.8,5.6,5,2,5,1,0,52.4
15,3,2.8,11.29,3,2,6,0,1,75.1
9,3,19.0,9.34,4,1,7,0,0,57.3
12,3,22.1,8.72,3,3,3,0,1,98.0
11,1,9.3,4.18,1,3,11,1,0,66.0
13,1,18.8,5.64,4,3,23,0,0,75.2
18,1,20.0,12.98,1,2,11,0,0,74.4
11,3,2.2,7.79,4,4,16,1,0,64.8
15,3,50.8,9.5,1,3,21,0,0,98.0
6,3,25.8,7.54,4,2,21,1,1,82.8
8,1,3.4,3.27,2,2,18,0,1,60.5
13,3,3.1,11.74,3,2,8,0,0,67.7
18,1,2.0,10.01,3,2,11,0,0,56.0
13,1,2.2,15.0,3,2,20,0,0,60.6
8,1,20.7,3.94,3,2,16,0,0,57.9
11,1,9.5,11.29,3,2,22,0,1,72.3
11,2,22.9,2.75,3,2,9,0,1,84.0
21,1,20.6,8.63,3,2,18,1,0,75.3
21,1,13.9,11.91,3,2,10,0,0,71.1
10,2,17.4,0.2,3,3,19,1,1,94.3
11,3,0.3,7.18,2,2,21,1,1,86.4
13,2,5.6,5.75,5,1,23,1,0,62.9
13,1,15.2,5.19,3,2,12,1,0,55.6
8,2,0.1,9.54,2,3,3,0,0,72.9
15,3,0.5,12.48,3,3,14,1,0,76.9
8,1,28.6,7.47,4,2,11,1,0,43.9
10,2,17.3,8.82,1,4,23,1,0,94.6
14,1,4.6,8.46,3,1,9,0,1,53.6
16,1,17.5,8.01,3,4,21,1,0,89.3
10,2,23.6,3.64,2,1,6,1,1,79.3
12,3,5.5,12.43,4,1,23,1,0,68.5
11,1,0.6,9.18,3,2,1,0,0,59.5
11,2,40.5,9.58,2,2,20,0,0,84.0
15,3,6.4,4.77,4,2,6,1,0,67.6
11,3,1.7,6.16,3,3,7,0,1,73.3
15,1,10.2,7.3,4,3,20,0,0,73.5
12,3,21.9,1.86,3,2,18,1,0,89.9
21,1,3.8,1.25,4,2,5,0,1,85.8
7,2,4.7,5.6,4,1,20,0,0,51.8
11,1,4.2,10.09,1,1,7,0,0,52.1
7,1,71.8,5.39,4,2,21,0,0,77.9
8,2,3.3,3.92,3,1,19,0,0,52.2
15,1,12.9,4.74,1,3,3,0,0,91.4
11,1,38.9,6.18,3,2,19,0,0,62.6
12,1,2.4,6.58,1,1,23,0,1,67.4
15,2,53.0,15.0,4,2,8,1,1,86.1
14,1,44.2,12.22,3,1,4,0,0,83.1
12,2,32.4,12.1,5,2,5,0,0,58.0
13,1,3.6,12.67,2,3,18,0,0,63.4
8,1,15.1,4.0,3,2,11,1,0,49.6
12,1,21.5,3.11,2,1,4,1,0,78.0
3,1,64.1,3.57,3,3,4,0,1,83.6
14,1,3.0,13.34,4,1,17,0,1,49.5
6,1,21.8,5.81,4,3,5,0,0,52.0
20,3,6.2,2.99,4,2,8,1,1,93.1
10,2,2.9,6.28,4,2,10,0,0,46.2
10,1,8.2,7.05,1,3,22,0,0,76.0
14,1,23.7,9.07,3,3,13,1,0,68.2
8,3,9.4,9.0,3,1,23,1,0,75.2
14,1,11.6,4.69,3,2,1,0,1,72.1
9,1,80.0,10.74,2,3,13,1,0,91.6
10,2,7.6,5.44,3,1,18,0,0,52.2
13,2,14.3,7.37,3,2,9,1,1,75.0
9,2,6.8,10.75,3,3,4,0,0,71.8
13,1,7.5,5.43,4,2,22,0,0,63.8
13,1,17.8,5.72,3,3,3,0,0,71.6
15,2,41.7,10.37,1,3,6,0,0,96.2
13,1,11.7,4.57,1,3,23,0,1,84.6
7,2,21.9,6.46,4,3,12,0,0,56.9
18,2,1.4,10.22,5,2,9,0,1,61.5
11,1,3.6,15.0,3,2,9,0,0,46.6
11,3,10.5,10.42,3,2,3,1,0,84.8
19,2,0.3,9.89,5,3,15,0,0,62.1
7,2,4.4,10.12,3,3,14,0,1,61.4
17,1,10.9,3.71,4,2,20,0,0,75.6
10,1,0.2,8.46,4,2,10,0,1,44.6
18,1,4.6,7.88,3,4,18,0,0,75.5
15,1,10.8,9.29,3,2,20,0,0,71.8
15,3,12.8,8.47,2,1,23,0,0,89.5
8,1,39.0,9.52,2,3,2,0,1,85.4
4,1,15.5,6.75,4,4,14,1,0,42.0
16,1,8.0,8.23,4,3,15,0,0,53.9
12,2,40.0,3.09,4,3,13,0,0,89.8
15,1,23.0,6.72,3,1,4,0,1,76.4
13,1,3.3,13.56,1,3,16,1,1,63.1
10,1,2.1,9.28,1,2,17,0,1,57.9
13,3,16.9,7.92,3,3,18,1,0,78.8
8,1,12.3,15.0,3,2,0,0,1,63.7
7,3,23.4,2.56,3,1,8,0,1,78.7
15,2,20.1,3.56,1,2,20,1,0,98.0
13,1,14.7,14.85,5,2,13,1,0,48.0
13,2,64.4,8.18,3,3,19,0,0,93.3
10,1,11.4,7.03,4,4,20,0,0,65.5
12,3,1.8,3.2,3,3,19,0,1,92.0
15,2,26.4,9.79,2,3,20,1,1,98.0
15,1,4.4,10.18,4,2,22,0,1,68.9
20,1,22.5,3.62,4,3,10,0,0,73.4
10,1,47.2,7.44,3,3,23,0,0,83.2
10,3,17.9,6.66,3,3,1,0,0,89.4
11,1,13.6,9.02,1,2,19,0,0,63.3
17,2,9.3,3.52,3,2,23,0,1,88.7
11,1,6.8,13.01,5,3,22,0,0,57.8
14,3,6.5,11.66,1,2,4,0,1,97.0
13,1,15.2,6.55,2,3,21,0,1,88.5
15,2,20.9,7.13,5,4,23,0,1,88.8
13,1,17.0,7.45,2,2,14,0,0,53.1
13,2,3.3,4.89,3,3,11,0,1,69.7
13,1,10.2,6.23,3,3,13,0,1,55.7
13,1,23.5,6.92,3,3,10,0,1,70.1
12,1,9.7,14.45,3,2,20,1,1,79.5
5,2,11.5,11.79,2,3,8,0,1,66.5
15,1,22.1,11.74,1,2,19,0,0,72.4
15,2,16.2,9.48,4,1,7,0,1,62.5
11,1,7.9,3.53,4,3,11,0,1,65.2
10,3,33.9,7.83,3,3,2,0,1,98.0
6,3,2.7,11.88,3,3,20,0,1,76.6
13,2,81.1,2.97,2,1,14,0,0,98.0
13,1,1.9,10.55,1,1,7,0,0,51.6
13,1,0.2,15.0,4,4,6,0,0,53.8
7,1,33.1,12.25,3,1,16,1,0,47.5
16,1,4.2,13.66,3,3,11,1,0,60.8
13,2,19.6,8.87,2,3,19,1,0,78.0
8,2,25.0,11.87,1,3,17,0,0,71.1
10,3,29.4,5.13,3,1,17,1,1,77.0
9,1,71.7,11.18,4,3,14,1,0,77.7
10,2,5.2,10.62,5,3,22,1,0,64.7
9,1,18.6,9.16,4,2,2,0,0,62.0
11,2,1.8,13.26,5,2,18,1,0,47.0
7,1,7.8,5.84,5,2,14,0,0,32.7
14,1,28.3,7.25,3,1,15,0,0,62.3
11,1,6.9,8.38,2,3,21,0,1,81.5
15,2,13.4,3.88,4,3,21,1,0,89.1
13,3,10.5,8.91,2,4,16,1,1,87.5
15,1,15.6,1.12,2,2,0,0,1,98.0
20,1,54.1,12.19,2,3,10,0,1,98.0
5,1,0.9,8.19,3,1,5,0,0,34.2
9,2,12.8,5.92,3,3,22,0,0,72.1
17,1,29.8,4.66,2,2,8,0,0,72.1
9,2,9.8,7.06,3,4,19,0,0,64.3
11,3,1.2,10.75,4,3,15,1,0,62.4
5,3,12.3,10.19,3,4,5,0,1,75.2
17,1,6.1,5.18,4,3,11,0,0,50.4
12,3,2.5,4.62,2,3,18,1,0,76.4
10,2,28.4,10.63,2,1,12,1,0,63.8
21,1,11.1,5.11,3,3,12,1,1,80.1
19,2,40.6,8.24,3,2,3,0,1,98.0
11,2,24.6,8.5,3,2,8,1,0,62.9
9,1,17.7,9.25,4,1,13,0,0,44.4
8,1,0.1,11.43,4,3,13,1,0,43.9
13,1,8.4,2.95,5,2,16,1,1,58.6
7,2,3.3,0.36,3,2,4,1,1,90.0
9,1,36.3,5.73,2,3,22,0,1,90.0
16,3,2.9,15.0,3,4,18,0,0,84.7
12,2,5.1,15.0,2,3,1,1,1,89.0
16,2,10.9,15.0,2,2,12,1,1,75.8
12,1,4.6,7.23,2,2,10,0,1,56.4
11,2,3.5,0.87,3,1,1,1,0,91.8
16,1,13.7,0.2,2,2,0,0,0,98.0
12,1,1.4,5.54,1,1,20,0,0,64.1
14,2,0.9,7.21,3,4,2,0,0,81.2
5,1,7.0,13.2,3,2,11,0,1,42.9
15,2,19.1,11.47,4,1,6,0,1,65.7
8,1,12.1,8.91,3,2,0,1,0,58.3
8,1,8.2,4.44,2,2,8,0,0,55.2
15,1,12.5,4.16,2,2,17,0,0,68.7
9,3,6.8,9.02,2,1,23,1,1,89.2
9,2,41.3,10.79,4,4,19,1,0,76.8
12,2,0.8,9.57,4,2,5,0,0,52.0
12,1,16.8,3.86,2,1,8,0,0,65.8
7,1,33.3,10.6,3,1,22,0,0,64.3
16,3,24.4,9.7,5,2,7,1,1,86.8
9,1,3.1,3.72,3,1,22,0,1,63.4
10,1,5.3,4.86,4,1,17,0,0,39.6
13,2,18.9,10.75,2,2,14,1,1,73.3
15,1,1.3,7.06,2,2,0,0,0,70.3
18,2,25.1,14.36,4,1,13,0,1,73.0
8,2,19.0,10.0,3,2,17,1,0,61.3
15,1,19.6,6.05,3,2,18,0,0,62.1
8,1,1.6,7.96,3,1,18,0,0,28.0
14,1,19.0,8.25,3,2,9,1,0,59.6
11,3,17.1,5.09,4,1,19,1,0,58.1
15,2,26.7,4.35,2,1,20,0,1,94.2
13,1,0.6,10.81,3,2,5,0,1,58.2
17,1,0.4,11.38,4,1,16,1,0,43.1
8,2,7.0,10.42,3,1,13,0,1,48.3
13,2,2.4,14.06,3,2,12,0,0,52.7
6,1,12.3,5.83,4,4,7,0,1,49.0
16,1,37.4,14.7,5,3,21,0,0,74.2
14,1,7.5,4.4,3,3,9,1,1,60.5
12,2,28.0,3.95,3,3,8,0,0,76.6
12,3,0.0,0.96,4,4,4,1,0,98.0
12,1,2.8,6.22,4,3,22,1,0,58.7
10,2,0.5,5.99,4,2,3,1,0,63.0
7,1,6.0,10.1,3,2,5,1,1,46.2
8,1,35.8,8.98,3,1,5,1,0,53.9
11,1,1.5,3.23,3,3,12,0,0,55.2
14,2,14.0,6.43,4,4,3,0,0,89.9
10,1,9.0,6.51,4,2,21,1,0,53.1
13,2,41.8,0.9,2,3,7,0,1,98.0
14,1,2.0,4.08,3,2,4,0,0,72.0
14,1,3.6,4.92,3,2,1,0,1,72.1
9,1,0.4,13.73,5,2,8,0,0,35.9
10,2,8.5,8.77,3,2,10,1,1,59.8
14,1,4.9,10.65,3,2,19,1,1,53.6
10,2,30.6,2.01,1,3,19,0,1,93.4
15,1,13.9,12.78,3,3,10,1,1,74.0
14,1,14.3,13.2,1,3,6,0,0,69.1
7,1,11.4,0.2,4,1,13,1,1,63.1
12,1,1.4,5.18,4,3,5,0,1,58.6
12,1,8.8,9.98,3,2,3,1,1,68.4
24,1,114.2,10.58,3,2,5,0,1,98.0
11,2,27.0,5.29,4,3,2,0,1,80.9
10,2,33.6,6.78,2,2,22,1,0,81.0
10,1,26.0,5.61,2,1,5,0,0,62.3
14,1,1.6,8.44,5,2,2,1,0,63.1
16,1,3.9,12.79,4,3,0,0,1,78.1
17,1,0.0,4.92,4,2,20,0,0,69.5
14,1,5.4,12.0,2,2,17,0,0,60.3
6,3,1.7,4.87,2,3,22,0,0,74.6
10,1,9.6,4.61,1,3,22,0,0,77.8
10,1,17.0,11.27,2,3,3,1,1,76.9
15,1,31.1,11.69,4,2,5,0,1,57.9
14,1,20.7,11.41,2,1,16,1,0,64.5
17,2,41.9,2.74,4,2,17,0,0,92.2
6,1,0.8,6.14,2,2,5,0,0,36.6
15,1,0.2,11.29,3,3,1,0,0,69.3
16,2,16.2,8.17,5,1,11,0,0,60.8
13,1,5.1,3.71,2,2,11,1,0,62.6
17,2,4.4,9.83,3,3,3,0,0,78.6
12,2,6.0,5.14,3,3,15,0,0,58.1
10,1,4.7,15.0,2,3,19,0,1,65.6
15,2,10.7,14.18,3,3,9,0,0,70.1
17,1,8.7,10.42,3,3,9,0,0,67.7
13,2,10.8,13.44,3,3,6,0,0,72.7
13,1,16.8,8.26,4,2,13,0,1,55.3
9,1,7.3,11.06,3,4,6,1,0,54.2
7,2,4.3,13.91,1,2,11,1,0,50.7
12,3,2.7,8.98,3,1,10,0,0,59.2
20,3,6.4,6.98,1,2,16,0,1,97.4
15,2,20.3,1.18,3,3,10,1,1,97.6
13,1,21.2,7.67,3,4,20,1,1,87.0
9,1,16.5,11.29,2,1,2,1,0,66.9
12,1,4.0,11.78,4,1,18,1,1,47.4
8,1,13.3,10.02,5,3,21,0,1,61.0
12,1,12.7,5.83,4,4,3,1,0,71.0
13,3,9.9,0.2,3,2,7,1,1,97.4
9,1,12.0,6.02,3,2,13,0,0,43.9
9,1,10.2,6.78,5,3,19,0,0,46.0
7,1,12.5,6.75,3,2,23,0,1,65.5
15,2,18.9,10.47,4,3,13,0,1,71.2
12,2,1.7,15.0,1,1,15,0,0,61.6
18,2,20.8,8.49,1,1,14,0,0,75.9
6,1,2.2,7.13,4,1,11,0,1,32.1
7,2,1.0,6.96,4,2,15,0,0,44.4
12,1,56.0,8.5,4,1,19,0,0,64.7
12,3,47.2,4.69,5,1,18,1,0,74.3
9,2,0.9,8.48,2,3,4,0,1,75.0
11,1,8.8,9.8,2,1,11,1,1,51.0
17,1,3.1,8.84,5,4,4,1,0,73.8
13,2,10.0,9.83,2,2,9,1,0,72.3
16,1,26.6,9.73,3,3,16,1,0,72.2
13,3,45.1,0.91,3,1,14,0,0,98.0
9,1,15.1,10.55,1,1,7,0,1,62.8
13,1,6.6,5.32,2,2,7,0,0,53.4
7,1,13.9,3.62,3,2,7,1,0,54.9
11,1,5.6,3.58,4,3,9,0,1,57.3
7,1,36.1,9.73,4,3,19,0,0,51.9
15,1,30.6,7.11,3,3,12,1,0,69.1
6,2,12.3,1.27,3,2,15,1,0,68.6
19,1,5.9,9.91,2,3,8,1,1,79.1
14,3,5.2,2.24,2,2,15,0,0,83.8
13,2,0.5,8.56,3,4,9,0,0,63.5
13,2,25.4,8.95,1,3,2,0,0,96.6
14,1,9.0,11.54,2,1,22,0,1,76.2
17,1,5.9,15.0,3,2,21,1,0,66.8
12,1,9.6,2.54,3,2,13,0,1,65.9
10,2,25.6,7.79,1,3,12,0,1,75.4
13,3,2.0,6.89,3,2,3,1,1,83.4
7,1,29.2,9.73,3,3,3,0,0,67.7
10,1,34.2,8.86,1,2,5,1,0,69.6
14,3,44.0,6.59,5,1,23,1,0,80.5
14,1,7.6,6.24,1,1,18,1,0,61.4
10,2,3.7,3.53,4,2,10,0,1,59.7
11,2,7.0,11.95,1,3,7,0,0,68.8
18,2,6.1,9.84,4,2,13,1,0,68.0
10,1,2.9,11.67,1,2,7,1,0,58.5
11,1,14.0,6.76,4,1,13,0,1,45.8
14,2,9.7,5.37,3,1,22,0,0,71.3
11,3,30.1,3.69,4,3,6,0,0,80.7
11,1,0.5,9.44,3,2,20,1,0,57.2
17,1,15.5,3.84,1,3,17,0,1,81.8
8,2,21.6,15.0,4,3,11,0,0,57.5
13,3,21.4,2.77,1,3,13,0,0,97.4
10,2,32.6,9.09,5,1,14,0,0,54.0
11,3,19.6,14.27,1,2,17,1,1,91.1
14,1,39.4,10.4,3,3,11,0,0,72.1
10,1,6.1,8.7,4,3,9,0,1,48.1
14,2,10.5,4.13,3,3,11,0,1,76.3
12,2,0.2,2.47,2,1,7,0,0,69.3
11,1,0.1,11.08,4,1,5,0,0,36.3
8,1,4.1,14.02,4,2,23,0,0,49.3
15,2,1.6,6.24,5,3,18,0,0,50.9
10,1,4.5,3.44,3,2,0,1,0,69.5
10,1,2.9,0.2,3,1,12,0,0,61.7
13,2,0.4,4.08,3,3,21,1,0,85.3
21,2,36.0,7.55,2,2,15,0,0,91.2
11,2,0.1,14.4,4,1,17,0,1,48.5
12,1,20.0,10.69,3,1,11,0,1,55.4
12,2,2.5,9.22,3,2,4,0,0,71.2
11,2,36.5,6.4,3,2,20,0,0,81.2
9,2,33.5,5.67,4,2,12,0,1,63.4
5,2,15.9,13.62,5,1,7,0,1,44.3
13,1,16.7,8.8,3,1,5,0,1,53.9
13,1,0.1,0.2,3,2,2,0,0,88.9
11,1,62.9,5.31,4,3,19,0,0,76.0
12,1,31.5,4.57,3,1,3,0,0,75.8
13,2,33.8,5.81,1,2,11,1,1,87.4
13,2,16.1,10.25,1,1,12,0,0,63.4
11,2,6.3,7.57,1,1,1,1,0,71.4
12,2,33.6,7.69,3,1,18,0,0,62.0
12,1,5.2,13.25,4,1,3,1,1,58.6
19,1,12.4,5.21,3,3,22,0,0,83.4
12,1,1.6,15.0,3,2,12,1,1,48.6
13,1,38.3,5.31,5,3,18,0,1,65.5
10,1,2.3,8.36,4,1,7,0,1,43.4
15,2,3.8,6.88,3,1,7,0,0,55.2
12,3,12.3,8.49,2,2,15,0,1,76.2
13,1,21.7,9.78,2,3,10,1,0,71.3
8,1,14.5,9.74,1,2,17,0,0,52.2
16,2,4.0,4.99,2,2,3,0,1,89.3
11,1,0.0,3.51,2,2,23,0,0,75.6
14,2,21.2,15.0,3,1,0,0,0,74.6
14,2,63.2,6.06,1,4,0,0,0,98.0
10,3,24.9,10.8,2,2,13,0,0,75.4
15,1,9.2,1.57,2,3,3,0,0,96.6
10,2,35.1,6.88,3,3,10,0,0,69.6
15,1,7.9,7.49,3,2,17,0,0,63.0
14,2,11.2,9.89,3,1,15,0,1,67.1
16,1,9.7,0.2,2,2,16,0,0,84.4
6,1,8.9,8.66,3,1,23,0,0,45.5
6,2,22.4,3.4,1,2,1,0,0,85.6
11,2,11.2,9.3,2,2,3,1,1,83.9
10,2,5.7,3.85,4,3,2,1,1,85.2
12,2,4.5,4.58,5,3,14,1,1,60.0
6,2,0.6,6.91,3,3,1,0,0,62.2
15,1,13.1,3.79,5,1,23,1,0,62.0
4,2,3.9,6.1,3,2,18,0,0,44.3
11,2,2.4,3.23,1,1,8,0,0,72.3
9,3,15.9,0.67,5,3,9,0,0,76.3
11,3,17.1,12.07,1,4,20,1,1,98.0
10,1,20.9,2.82,3,2,18,1,0,60.3
9,2,10.5,7.29,2,1,4,0,1,69.7
10,1,33.7,11.01,3,2,13,0,0,64.6
12,1,41.3,5.54,3,3,9,0,1,77.8
13,2,24.7,4.7,3,2,15,1,0,67.9
6,1,15.1,8.9,2,1,5,1,1,48.0
9,2,5.4,12.47,3,4,7,0,0,59.5
12,1,61.1,3.32,3,3,1,0,1,98.0
8,1,4.8,7.4,5,1,17,0,0,27.2
9,2,3.4,1.07,4,4,20,1,0,91.6
10,2,8.8,6.43,3,2,20,1,0,68.0
13,3,0.9,8.14,2,2,20,0,0,86.4
15,2,57.6,4.58,4,2,19,0,1,87.6
4,2,13.3,6.17,2,3,7,1,1,56.5
14,1,12.2,2.37,2,3,4,0,1,98.0
16,1,16.0,8.31,3,1,16,1,1,55.0
9,1,10.3,12.22,4,4,15,0,0,56.1
10,2,0.5,3.61,2,1,4,1,1,82.2
10,2,14.2,5.51,2,3,16,1,0,67.5
16,1,18.9,10.01,3,2,3,0,1,80.2
11,2,8.1,12.85,2,1,0,1,0,70.7
12,2,21.2,2.03,3,1,21,0,1,95.7
13,1,3.9,7.32,3,3,5,1,0,55.3
14,1,3.8,9.13,3,2,0,1,0,63.0
10,2,2.6,7.59,2,3,23,0,0,75.9
15,2,7.0,0.2,2,2,3,0,0,98.0
20,3,28.2,10.0,4,3,1,0,0,98.0
11,1,26.4,14.08,4,2,12,1,0,60.5
9,3,7.2,8.47,2,2,13,1,1,71.0
11,1,13.3,3.88,2,2,16,0,0,55.3
15,1,19.1,5.95,1,3,10,1,1,75.6
9,3,4.1,15.0,3,2,2,0,0,77.0
12,1,2.8,11.64,4,1,6,0,0,37.3
9,2,53.7,10.56,3,4,9,0,0,78.9
13,1,14.4,9.43,3,3,10,0,0,64.3
15,2,59.8,5.36,4,1,9,0,0,80.0
13,3,6.2,7.2,5,4,7,0,0,65.6
14,1,18.2,7.69,1,3,4,0,0,76.2
17,2,3.8,10.2,2,1,22,1,1,88.0
11,1,4.5,14.04,1,1,1,0,0,66.4
7,2,10.8,12.47,4,3,14,0,0,55.5
10,1,5.8,2.32,4,3,15,0,1,60.2
7,1,2.8,8.9,3,1,3,1,1,53.0
12,1,4.6,10.95,1,2,21,1,0,73.2
12,1,0.5,10.48,2,2,15,1,1,61.2
21,3,18.3,5.48,2,2,11,1,1,98.0
14,1,10.2,15.0,3,1,13,0,0,48.8
7,1,1.5,2.89,2,1,11,0,0,54.4
7,1,2.8,3.67,1,3,20,1,1,76.9
15,1,1.6,8.93,4,3,15,1,0,53.4
10,2,14.2,15.0,2,2,15,0,0,65.5
16,3,1.5,4.66,3,2,21,1,0,93.2
17,1,21.1,6.94,2,2,11,1,1,76.4
15,3,0.3,12.31,4,2,1,1,1,93.2
11,2,4.3,7.93,3,4,22,1,1,82.4
5,1,33.2,6.66,5,3,23,0,1,64.5
9,2,19.0,10.26,3,1,13,0,0,52.6
15,2,1.1,9.09,5,2,10,0,0,53.6
19,2,25.8,12.12,4,2,8,0,1,81.4
21,3,10.2,13.17,3,2,21,1,1,98.0
10,1,28.1,9.23,5,2,6,0,0,48.7
8,3,13.8,9.17,3,3,11,0,0,65.3
13,2,17.2,8.86,3,3,16,0,0,70.0
13,1,75.5,9.96,1,2,8,1,0,89.5
11,2,4.0,8.22,3,3,5,0,0,61.5
9,1,14.7,8.0,4,3,11,0,0,45.8
18,3,9.3,12.79,4,3,19,0,1,78.7
12,2,0.6,14.06,2,4,9,0,0,64.4
14,1,0.2,1.97,3,2,8,1,1,66.8
8,1,1.9,8.04,2,2,11,1,0,43.4
13,2,15.7,5.25,3,3,0,0,0,79.5
12,1,12.6,6.76,2,3,1,1,0,75.2
12,1,12.1,9.61,5,4,18,0,1,55.2
6,1,0.5,10.68,2,1,0,1,0,52.8
15,1,9.5,7.55,2,2,15,0,1,67.6
12,1,38.8,0.35,4,1,15,1,1,83.2
4,1,7.6,4.14,3,2,17,0,0,44.8
11,1,14.7,11.59,1,1,17,0,0,53.7
16,2,22.7,0.2,3,1,22,0,1,98.0
21,2,23.0,12.75,1,1,12,0,0,87.7
13,1,11.0,10.08,5,2,21,1,0,57.5
11,1,29.3,13.26,3,2,11,0,0,62.4
6,2,7.4,7.21,2,1,8,0,0,50.6
15,1,32.9,0.2,3,2,4,1,1,98.0
12,1,4.1,9.72,1,1,8,0,0,55.2
9,1,4.9,13.1,4,4,12,1,0,48.7
14,2,0.8,11.7,5,2,15,0,0,54.1
13,2,23.8,5.35,4,2,9,0,1,70.7
12,2,8.1,8.35,3,3,15,1,1,70.5
18,2,3.9,5.87,3,2,13,0,1,71.6
13,2,4.0,4.72,1,3,1,0,1,91.8
10,1,34.8,11.82,3,2,18,1,0,58.3
14,2,26.9,3.21,3,4,10,0,0,82.7
11,1,12.1,4.42,3,1,18,1,0,54.1
12,2,14.4,3.58,5,4,10,1,1,69.2
7,2,9.6,2.04,2,3,13,0,1,80.2
11,2,7.5,8.59,1,2,14,1,1,70.0
15,1,37.1,12.65,1,3,6,0,1,86.3
11,1,2.0,7.26,2,2,14,0,0,53.1
13,2,8.1,1.98,1,1,23,1,0,92.4
15,2,6.3,11.36,3,1,22,1,0,75.4
13,3,10.3,14.74,3,4,7,1,0,80.2
14,1,9.2,5.42,2,2,3,1,0,70.6
7,2,11.0,6.09,4,2,17,0,0,50.2
9,2,2.3,10.06,2,3,13,0,0,64.5
3,3,10.8,14.49,3,2,20,0,1,78.8
16,2,4.2,5.92,3,1,17,0,0,59.8
20,2,3.1,2.67,3,3,3,0,0,98.0
